key	lemma	part_of_speech	parsing	definition	strongs	alternates
μακεδονες	Μακεδών	noun	nominative plural masculine	a Macedonian	G3110	
μακεδονια	Μακεδονία	noun	dative singular feminine	Macedonia	G3109	Μακεδονία|noun|nominative singular feminine
μακεδονιαν	Μακεδονία	noun	accusative singular feminine	Macedonia	G3109	
μακεδονιας	Μακεδονία	noun	genitive singular feminine	Macedonia	G3109	
μακεδονος	Μακεδών	noun	genitive singular masculine	a Macedonian	G3110	
μακεδοσιν	Μακεδών	noun	dative plural masculine	a Macedonian	G3110	
μακεδων	Μακεδών	noun	nominative singular masculine	a Macedonian	G3110	
μακελλω	μάκελλον	noun	dative singular neuter	a meat-market	G3111	
μακρα	μακρός	adjective	accusative plural neuter	long, distant	G3117	
μακραν	μακρός	adjective	accusative singular feminine	long, distant	G3117	μακράν|adverb|adverb
μακροθεν	μακρόθεν	adverb	adverb	from a distance	G3113	
μακροθυμει	μακροθυμέω	verb	present active indicative, 3rd person singular	I suffer long, have patience, am forbearing	G3114	
μακροθυμειτε	μακροθυμέω	verb	present active imperative, 2nd person plural	I suffer long, have patience, am forbearing	G3114	
μακροθυμησας	μακροθυμέω	verb	aorist active participle, nominative singular masculine	I suffer long, have patience, am forbearing	G3114	
μακροθυμησατε	μακροθυμέω	verb	aorist active imperative, 2nd person plural	I suffer long, have patience, am forbearing	G3114	
μακροθυμησον	μακροθυμέω	verb	aorist active imperative, 2nd person singular	I suffer long, have patience, am forbearing	G3114	
μακροθυμια	μακροθυμία	noun	dative singular feminine	patience, forbearance	G3115	μακροθυμία|noun|nominative singular feminine
μακροθυμιαν	μακροθυμία	noun	accusative singular feminine	patience, forbearance	G3115	
μακροθυμιας	μακροθυμία	noun	genitive singular feminine	patience, forbearance	G3115	
μακροθυμων	μακροθυμέω	verb	present active participle, nominative singular masculine	I suffer long, have patience, am forbearing	G3114	
μακροθυμως	μακροθύμως	adverb	adverb	patiently	G3116	
μακροχρονιος	μακροχρόνιος	adjective	nominative singular masculine	long-lived	G3118	
μαλακα	μαλακός	adjective	accusative plural neuter	soft, effeminate	G3120	
μαλακιαν	μαλακία	noun	accusative singular feminine	weakness, illness	G3119	
μαλακοι	μαλακός	adjective	nominative plural masculine	soft, effeminate	G3120	
μαλακοις	μαλακός	adjective	dative plural neuter	soft, effeminate	G3120	
μαλελεηλ	Μαλελεήλ	noun	genitive singular masculine	Mahalaleel, Maleleel	G3121	
μαλιστα	μάλιστα	adverb	adverb	most of all, especially	G3122	
μαλλον	μᾶλλον	adverb	adverb	more, rather	G3123	
μαλχος	Μάλχος	noun	nominative singular masculine	Malchus	G3124	
μαμμη	μάμμη	noun	dative singular feminine	a grandmother	G3125	
μαμωνα	μαμωνᾶς	noun	dative singular masculine			μαμωνᾶς|noun|genitive singular masculine
μαναην	Μαναήν	noun	nominative singular masculine	Manaen	G3127	
μανασση	Μανασσῆς	noun	accusative singular masculine	Manasseh	G3128	Μανασσῆς|noun|genitive singular masculine
μανασσης	Μανασσῆς	noun	nominative singular masculine	Manasseh	G3128	
μανθανετω	μανθάνω	verb	present active imperative, 3rd person singular	I learn, ascertain	G3129	
μανθανετωσαν	μανθάνω	verb	present active imperative, 3rd person plural	I learn, ascertain	G3129	
μανθανοντα	μανθάνω	verb	present active participle, accusative plural neuter	I learn, ascertain	G3129	
μανθανουσιν	μανθάνω	verb	present active indicative, 3rd person plural	I learn, ascertain	G3129	
μανθανωσιν	μανθάνω	verb	present active subjunctive, 3rd person plural	I learn, ascertain	G3129	
μανιαν	μανία	noun	accusative singular feminine	raving madness	G3130	
μαννα	μάννα	noun	accusative singular neuter	manna	G3131	μάννα|noun|genitive singular neuter
μαντευομενη	μαντεύομαι	verb	present middle participle, nominative singular feminine	I practice soothsaying	G3132	
μαρανα	μαράνα	noun	vocative singular masculine			
μαρανθησεται	μαραίνομαι	verb	future passive indicative, 3rd person singular			
μαργαριται	μαργαρίτης	noun	nominative plural masculine	a pearl	G3135	
μαργαριταις	μαργαρίτης	noun	dative plural masculine	a pearl	G3135	
μαργαριτας	μαργαρίτης	noun	accusative plural masculine	a pearl	G3135	
μαργαριτη	μαργαρίτης	noun	dative singular masculine	a pearl	G3135	
μαργαριτην	μαργαρίτης	noun	accusative singular masculine	a pearl	G3135	
μαργαριτου	μαργαρίτης	noun	genitive singular masculine	a pearl	G3135	
μαργαριτων	μαργαρίτης	noun	genitive plural masculine	a pearl	G3135	
μαρθα	Μάρθα	noun	nominative singular feminine	Martha	G3136	Μάρθα|noun|vocative singular feminine
μαρθαν	Μάρθα	noun	accusative singular feminine	Martha	G3136	
μαρθας	Μάρθα	noun	genitive singular feminine	Martha	G3136	
μαρια	Μαρία	noun	nominative singular feminine	Mary, Miriam	G3137	Μαρία|noun|dative singular feminine
μαριαμ	Μαριάμ	noun	nominative singular feminine			Μαριάμ|noun|accusative singular feminine;Μαριάμ|noun|dative singular feminine;Μαριάμ|noun|vocative singular feminine
μαριαν	Μαρία	noun	accusative singular feminine	Mary, Miriam	G3137	
μαριας	Μαρία	noun	genitive singular feminine	Mary, Miriam	G3137	
μαρκον	Μᾶρκος	noun	accusative singular masculine	Mark	G3138	
μαρκος	Μᾶρκος	noun	nominative singular masculine	Mark	G3138	
μαρκου	Μᾶρκος	noun	genitive singular masculine	Mark	G3138	
μαρμαρου	μάρμαρος	noun	genitive singular masculine	marble	G3139	
μαρτυρα	μάρτυς	noun	accusative singular masculine	a witness	G3144	
μαρτυρας	μάρτυς	noun	accusative plural masculine	a witness	G3144	
μαρτυρει	μαρτυρέω	verb	present active indicative, 3rd person singular	I witness, testify	G3140	
μαρτυρειν	μαρτυρέω	verb	present active infinitive	I witness, testify	G3140	
μαρτυρεις	μαρτυρέω	verb	present active indicative, 2nd person singular	I witness, testify	G3140	
μαρτυρειται	μαρτυρέω	verb	present passive indicative, 3rd person singular	I witness, testify	G3140	
μαρτυρειτε	μαρτυρέω	verb	present active indicative, 2nd person plural	I witness, testify	G3140	
μαρτυρες	μάρτυς	noun	nominative plural masculine	a witness	G3144	
μαρτυρηθεντες	μαρτυρέω	verb	aorist passive participle, nominative plural masculine	I witness, testify	G3140	
μαρτυρησαι	μαρτυρέω	verb	aorist active infinitive	I witness, testify	G3140	
μαρτυρησαντος	μαρτυρέω	verb	aorist active participle, genitive singular masculine	I witness, testify	G3140	
μαρτυρησας	μαρτυρέω	verb	aorist active participle, nominative singular masculine	I witness, testify	G3140	
μαρτυρησει	μαρτυρέω	verb	future active indicative, 3rd person singular	I witness, testify	G3140	
μαρτυρηση	μαρτυρέω	verb	aorist active subjunctive, 3rd person singular	I witness, testify	G3140	
μαρτυρησον	μαρτυρέω	verb	aorist active imperative, 2nd person singular	I witness, testify	G3140	
μαρτυρησω	μαρτυρέω	verb	aorist active subjunctive, 1st person singular	I witness, testify	G3140	
μαρτυρια	μαρτυρία	noun	nominative singular feminine	witness, evidence, testimony	G3141	
μαρτυριαι	μαρτυρία	noun	nominative plural feminine	witness, evidence, testimony	G3141	
μαρτυριαν	μαρτυρία	noun	accusative singular feminine	witness, evidence, testimony	G3141	
μαρτυριας	μαρτυρία	noun	genitive singular feminine	witness, evidence, testimony	G3141	
μαρτυριον	μαρτύριον	noun	accusative singular neuter	witness, evidence, testimony	G3142	μαρτύριον|noun|nominative singular neuter
μαρτυριου	μαρτύριον	noun	genitive singular neuter	witness, evidence, testimony	G3142	
μαρτυρομαι	μαρτύρομαι	verb	present middle indicative, 1st person singular	I call to witness, testify, solemnly charge	G3143	
μαρτυρομενοι	μαρτύρομαι	verb	present middle participle, nominative plural masculine	I call to witness, testify, solemnly charge	G3143	
μαρτυρομενος	μαρτύρομαι	verb	present middle participle, nominative singular masculine	I call to witness, testify, solemnly charge	G3143	
μαρτυρος	μάρτυς	noun	genitive singular masculine	a witness	G3144	
μαρτυρουμεν	μαρτυρέω	verb	present active indicative, 1st person plural	I witness, testify	G3140	
μαρτυρουμενη	μαρτυρέω	verb	present passive participle, nominative singular feminine	I witness, testify	G3140	
μαρτυρουμενος	μαρτυρέω	verb	present passive participle, nominative singular masculine	I witness, testify	G3140	
μαρτυρουμενους	μαρτυρέω	verb	present passive participle, accusative plural masculine	I witness, testify	G3140	
μαρτυρουν	μαρτυρέω	verb	present active participle, nominative singular neuter	I witness, testify	G3140	
